TimeCDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,46.9,37.9,71,30.01,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2008-05-16 05:51:00
1:51 AM,45.0,37.9,76,29.99,10.0,WNW,3.5,-,N/A,,Scattered Clouds,290,2008-05-16 06:51:00
2:51 AM,45.0,37.9,76,29.98,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2008-05-16 07:51:00
3:51 AM,44.1,37.9,79,29.97,10.0,Calm,Calm,-,N/A,,Clear,0,2008-05-16 08:51:00
4:51 AM,43.0,39.0,86,29.96,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2008-05-16 09:51:00
5:51 AM,42.1,39.0,89,29.97,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2008-05-16 10:51:00
6:51 AM,46.0,39.9,79,29.99,10.0,West,4.6,-,N/A,,Partly Cloudy,280,2008-05-16 11:51:00
7:51 AM,52.0,39.0,61,29.99,10.0,WNW,6.9,-,N/A,,Partly Cloudy,290,2008-05-16 12:51:00
8:51 AM,57.0,37.0,47,29.98,10.0,West,10.4,-,N/A,,Partly Cloudy,280,2008-05-16 13:51:00
9:51 AM,61.0,37.0,41,29.96,10.0,WNW,8.1,-,N/A,,Partly Cloudy,290,2008-05-16 14:51:00
10:51 AM,63.0,37.0,38,29.94,10.0,WSW,9.2,-,N/A,,Partly Cloudy,240,2008-05-16 15:51:00
11:51 AM,64.9,39.0,39,29.92,10.0,SW,6.9,-,N/A,,Clear,220,2008-05-16 16:51:00
12:51 PM,66.9,39.9,37,29.90,10.0,West,6.9,-,N/A,,Clear,280,2008-05-16 17:51:00
1:51 PM,69.1,41.0,36,29.87,10.0,WSW,8.1,21.9,N/A,,Scattered Clouds,240,2008-05-16 18:51:00
2:51 PM,71.1,43.0,36,29.84,10.0,WSW,15.0,20.7,N/A,,Scattered Clouds,240,2008-05-16 19:51:00
3:51 PM,71.1,43.0,36,29.82,10.0,WSW,20.7,26.5,N/A,,Mostly Cloudy,250,2008-05-16 20:51:00
4:51 PM,72.0,42.1,34,29.79,10.0,WSW,19.6,26.5,N/A,,Mostly Cloudy,240,2008-05-16 21:51:00
5:51 PM,70.0,41.0,35,29.78,10.0,WSW,17.3,24.2,N/A,,Mostly Cloudy,250,2008-05-16 22:51:00
6:51 PM,70.0,42.1,36,29.76,10.0,WSW,11.5,-,N/A,,Mostly Cloudy,250,2008-05-16 23:51:00
7:51 PM,68.0,43.0,40,29.75,10.0,WSW,9.2,-,N/A,,Mostly Cloudy,240,2008-05-17 00:51:00
8:51 PM,66.0,43.0,43,29.75,10.0,SW,6.9,-,N/A,,Mostly Cloudy,230,2008-05-17 01:51:00
9:51 PM,64.9,44.1,47,29.73,10.0,SW,6.9,-,N/A,,Scattered Clouds,220,2008-05-17 02:51:00
10:51 PM,64.0,45.0,50,29.72,10.0,SW,10.4,16.1,N/A,,Scattered Clouds,230,2008-05-17 03:51:00
11:51 PM,63.0,46.0,54,29.69,10.0,SW,13.8,-,N/A,,Partly Cloudy,230,2008-05-17 04:51:00
