TimeCDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
12:51 AM,62.1,57.0,84,30.05,10.0,NE,4.6,-,N/A,,Overcast,50,2009-07-09 05:51:00
1:51 AM,62.1,57.0,84,30.04,10.0,NE,5.8,-,N/A,,Overcast,40,2009-07-09 06:51:00
2:51 AM,62.1,57.0,84,30.04,10.0,NE,4.6,-,N/A,,Overcast,50,2009-07-09 07:51:00
3:51 AM,62.1,57.9,86,30.06,10.0,Calm,Calm,-,N/A,,Overcast,0,2009-07-09 08:51:00
4:51 AM,62.1,57.9,86,30.06,10.0,NE,3.5,-,N/A,,Mostly Cloudy,40,2009-07-09 09:51:00
5:51 AM,60.1,57.9,93,30.07,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2009-07-09 10:51:00
6:51 AM,63.0,59.0,87,30.07,10.0,NE,3.5,-,N/A,,Mostly Cloudy,40,2009-07-09 11:51:00
7:51 AM,66.9,60.1,79,30.08,10.0,East,6.9,-,N/A,,Mostly Cloudy,100,2009-07-09 12:51:00
8:51 AM,71.1,61.0,70,30.09,10.0,SE,6.9,-,N/A,,Scattered Clouds,130,2009-07-09 13:51:00
9:51 AM,73.0,57.0,57,30.10,10.0,SE,6.9,-,N/A,,Mostly Cloudy,140,2009-07-09 14:51:00
10:51 AM,73.0,55.9,55,30.10,10.0,South,6.9,-,N/A,,Mostly Cloudy,180,2009-07-09 15:51:00
11:51 AM,75.0,55.9,51,30.10,10.0,SSE,6.9,-,N/A,,Mostly Cloudy,150,2009-07-09 16:51:00
12:51 PM,78.1,57.0,48,30.09,10.0,East,11.5,17.3,N/A,,Mostly Cloudy,100,2009-07-09 17:51:00
1:51 PM,79.0,55.0,44,30.08,10.0,ESE,10.4,20.7,N/A,,Mostly Cloudy,110,2009-07-09 18:51:00
2:51 PM,79.0,57.0,47,30.08,10.0,ESE,11.5,-,N/A,,Mostly Cloudy,110,2009-07-09 19:51:00
3:51 PM,79.0,57.9,48,30.08,10.0,SE,11.5,-,N/A,,Overcast,130,2009-07-09 20:51:00
4:51 PM,78.1,57.9,50,30.07,10.0,SE,8.1,-,N/A,,Mostly Cloudy,130,2009-07-09 21:51:00
5:51 PM,77.0,57.0,50,30.04,10.0,ESE,9.2,-,N/A,,Mostly Cloudy,110,2009-07-09 22:51:00
6:51 PM,77.0,55.9,48,30.06,10.0,East,8.1,-,N/A,,Overcast,80,2009-07-09 23:51:00
7:51 PM,75.0,55.9,51,30.07,10.0,East,8.1,-,N/A,,Scattered Clouds,90,2009-07-10 00:51:00
8:51 PM,72.0,55.9,57,30.09,10.0,East,5.8,-,N/A,,Scattered Clouds,80,2009-07-10 01:51:00
9:51 PM,71.1,55.9,59,30.09,10.0,East,6.9,-,N/A,,Overcast,100,2009-07-10 02:51:00
10:51 PM,66.9,57.0,70,30.09,10.0,SE,6.9,-,N/A,,Overcast,140,2009-07-10 03:51:00
11:51 PM,68.0,57.0,68,30.09,10.0,SE,5.8,-,N/A,,Mostly Cloudy,140,2009-07-10 04:51:00
